what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321450412685
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1321450468760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450469696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450470477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450471378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450513659
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321450517583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450541427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450557359
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321450558757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1321450561639
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1321450568586
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321450569980
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321450572048
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321450578520
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1321450593422
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1321450613476
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1321450614427
started,bundle,org.eclipse.datatools.connectivity,1.2.3.v201108101135,"org.eclipse.datatools.connectivity",1321450615109
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.1.v201010211430,"org.eclipse.datatools.connectivity.ui",1321450615123
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.ui.dse",1321450615124
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1321450615169
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.3.v201109022323,"org.eclipse.datatools.connectivity.sqm.core",1321450615375
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.0.v201002281800,"org.eclipse.datatools.connectivity.sqm.core.ui",1321450615385
opened,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1321450615434
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1321450615448
started,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1321450617146
started,bundle,org.eclipse.gef,3.7.1.v20110830-1143,"org.eclipse.gef",1321450617167
started,bundle,org.eclipse.draw2d,3.7.1.v20110830-1143,"org.eclipse.draw2d",1321450617202
opened,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1321450617501
activated,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1321450617545
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321450618226
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321450645320
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1321450648136
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321450658539
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450702545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450823190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450824164
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450827527
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450830224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450831168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450831780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321451040077
