what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1321458707520
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458726953
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1321458728047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458728121
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458738584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458752416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458765694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458813201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458816035
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1321458817306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458817364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458823913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458864052
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321458866031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458869935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458888607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458889567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458890185
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321458911757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458913670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458919768
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1321458922219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458922936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458924725
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458926488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458929535
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321458930607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459053736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509675624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509677852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509908644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509910140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509931693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509932539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509966593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509967310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509995753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321509998200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321512813641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321512827856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321512829836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321512832079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321512834454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321512862121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513025369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513026508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513187005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513188923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513301130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513357893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513358854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513359974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513536083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513537800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513571161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513571663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513609609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513610990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513620431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513620873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513642239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513644807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513649337
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513650059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513700070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513701170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513720790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513721499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513754601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321513755509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321514456034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321514459029
error,log,,,"Unhandled event loop exception",1321514732122
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1321514735387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515125219
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321515132930
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1321515136384
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321515137121
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1321515138476
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321515139099
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321515140039
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321515142681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515147725
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1321515149955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515150447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515153137
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515158471
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321515162255
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1321515171338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515177146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515314366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515315181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515581663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515598537
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321515643924
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1321515703663
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1321515703886
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1321515704026
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1321515704169
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1321515704428
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1321515705093
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1321515705596
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1321515705596
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1321515705794
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1321515706009
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1321515706039
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1321515706071
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.401.v201108240414,"org.eclipse.jst.ws.consumption.ui",1321515706159
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.601.v201108230319,"org.eclipse.jst.ws.consumption",1321515706322
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1321515706354
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1321515706398
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1321515706499
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1321515706508
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1321515706894
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1321515707056
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1321515707071
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1321515707307
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1321515707635
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1321515707937
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1321515707966
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1321515708167
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1321515708177
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1321515708180
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1321515708180
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1321515708215
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1321515708541
