what,kind,bundleId,bundleVersion,description,time
error,log,,,"main.xml: Failed to convert @drawable/btnDown into a drawable",1321542437274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321542437607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542437623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542439292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542498433
error,log,,,"main.xml: Failed to convert @drawable/btnDown into a drawable",1321542501922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321542502209
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321542506471
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321542515069
error,log,,,"main.xml: Failed to convert @drawable/btnDown into a drawable",1321542515105
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321542516740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542518708
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542521595
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321542522114
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321542523175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542526315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542531006
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542534531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542539832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542543646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542546599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542550664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542555251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542575766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542580208
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321542595623
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321542601151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321542603554
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321542606019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542607871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542608629
error,log,,,"main.xml: Failed to convert  into a drawable",1321542609956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542644911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321542666553
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321542668391
error,log,,,"main.xml: Failed to convert  into a drawable",1321542668407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321542669669
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321542671267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321542679982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321542706357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321542706963
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321542710145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321542719615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321542771467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321542772923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321542783379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321542789874
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321542845638
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321542866862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321542887466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321542906687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321542930718
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321542970150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321542977333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321542979780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321542986573
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321543004747
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321543018092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321543020829
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321543021011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321543021753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321543049568
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321543063538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321543069603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321543076657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321543097888
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321543098862
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321543118548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321543129916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321543142506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321543145997
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1321543147497
