what,kind,bundleId,bundleVersion,description,time
java.vm.specification.version,sysinfo,,,"1.0",1321516141109
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1321516141109
java.vm.version,sysinfo,,,"19.0-b09",1321516141109
started,bundle,com.android.ide.eclipse.traceview,15.0.0.v201110251216-213216,"com.android.ide.eclipse.traceview",1321516141483
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1321516141972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516144134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516291971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516298594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516551321
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1321516557793
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1321516557807
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1321516557897
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1321516557899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516560215
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.properties",1321516589796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516589822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516593396
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1321516596480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516596516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516597659
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1321516598276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516598644
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321516602624
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1321516603363
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1321516604469
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1321516604599
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1321516605019
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1321516606216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516614070
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516615215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321516616284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518906369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518925602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519139275
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1321519160980
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1321519162476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519162859
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1321519170422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519170798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519171670
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1321519186534
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1321519188073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519188513
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321519195628
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1321519203795
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1321519203831
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1321519203887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519207152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519214331
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321519217225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519220737
error,log,,,"Can't read session property com.android.ide.eclipse.adt:initialstate",1321519224184
error,log,,,"Cannot get property com.android.ide.eclipse.adt:zoom",1321519225429
error,log,,,"Can't access session property com.android.ide.eclipse.adt:includer",1321519225664
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1321519225905
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1321519227369
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1321519228733
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1321519229158
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1321519232637
error,log,,,"Error while loading editor",1321519233367
opened,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321519233528
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321519233831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519234665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519242318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519242368
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321519245246
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1321519246635
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1321519246713
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321519247753
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1321519248544
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1321519248856
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1321519250671
opened,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1321519253003
closed,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321519254682
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1321519254868
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1321519255600
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1321519256174
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1321519258883
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1321519259043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519264217
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1321519265509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519265592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519266402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321519266680
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1321519269711
