what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321531677562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321531697259
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321531796470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321531797449
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321531799426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321531817035
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321531875787
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321531875848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321531877040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321532015942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321532017692
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321532027532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321532029683
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321532045803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321532046891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321532962799
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321532963857
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321532970017
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321532971509
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321532975029
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321532978534
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321532983824
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321532984890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321532986080
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321532986806
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321533003801
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321533008473
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321533015121
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321533022021
opened,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1321533032068
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1321533032090
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321533050336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321533050360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321533106558
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321533109790
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321533119556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321533122174
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1321533140523
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321535434251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535466363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535685101
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321535690017
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535690148
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321535690165
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535691556
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1321535693281
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535693302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535747074
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535749606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321535759153
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321535767231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321535768828
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535770658
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321535780151
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535783033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321535789926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321535790633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535804512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535806408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535824605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535826994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321535828758
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321535830127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321535830996
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535832522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535840742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535842099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535844674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535845936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535848745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535849858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535852419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321535853681
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321535866307
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535878385
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321535916579
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535919607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321535926198
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321535935147
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535941903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321535992878
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321535994377
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321535997798
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321536003023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321536007108
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321536022924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536025914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536027674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536581639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536583210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536587947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536589686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536611068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536612483
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321536615815
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321536635399
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321536647183
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321536654015
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321536663863
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321536666931
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321536682225
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321536689691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536692396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536693906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536705575
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536706741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536712125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536713355
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321536715951
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321536718185
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536719321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536720632
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536740495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536744748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536753398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536756499
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321536798879
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321536807618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536817151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536818480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536822649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321536823897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321536875919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321536879649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321536881109
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321536899130
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1321536904448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321536913429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321536918842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321536920246
